iter
95.8
96.0
95.8
95.8
95.8
96.0
95.8
96.0
96.0
96.0
96.2
96.2
96.4
96.4
96.6
96.8
96.8
96.6
96.8
96.8
96.8
97.0
97.0
97.0
97.0
97.0
97.0
97.0
97.0
97.0
97.2
97.0
97.0
97.2
97.2
97.4
97.2
97.2
97.0
97.0
97.2
97.2
97.2
97.4
97.4
97.4
97.4
97.4
97.4
97.4
97.4
97.6
97.6
97.4
97.4
97.6
97.6
97.4
97.6
97.6
97.6
97.6
97.6
97.6
97.6
97.6
97.6
97.6
97.6
97.6
97.8
97.6
97.6
97.6
97.6
97.6
97.6
97.4
97.4
97.4
97.4
97.4
97.4
97.4
97.4
97.4
97.6
97.4
97.4
97.4
97.6
97.4
97.4
97.4
97.4
97.4
97.6
97.6
97.6
97.6
97.6
97.6
97.6
97.6
97.6
97.8
97.8
97.8
97.8
97.8
98.0
98.0
97.8
97.8
97.8
98.0
98.0
98.0
98.0
98.0
98.0
98.0
98.0
98.0
98.0
98.0
98.0
98.0
98.0
98.0
98.0
98.0
98.0
98.0
98.0
98.0
98.0
98.0
98.0
98.0
98.0
98.0
98.0
98.0
98.0
98.0
98.0
98.2
98.0
98.0
98.0
98.0
98.0
98.0
98.0
98.0
98.0
98.2
98.0
98.2
98.4
98.4
98.6
98.6
98.8
98.8
98.8
98.8
98.8
98.8
98.8
98.8
98.8
98.8
98.8
98.8
98.8
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.4
99.4
99.4
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.4
99.4
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.2
99.4
99.2
99.2
99.2
99.2
99.2
99.4
99.4
99.4
99.4
99.4
99.4
99.4
99.4
99.4
99.4
99.4
99.4
99.4
99.4
99.4
99.4
99.4
99.4
99.4
99.4
99.4
99.4
99.4
99.4
99.4
99.4
99.4
99.4
99.4
99.4
99.4
99.6
99.4
99.4
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.6
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
99.8
100.0
